  -1.2321813e+01  -8.4578267e+00
  -9.3055456e+00   1.0994071e+01
  -7.3272620e+00  -1.6424746e+01
   1.0884567e+01   9.1453822e+00
   1.1486998e+01  -1.2338120e+01
  -8.6390604e+00   1.4659073e+01
   1.1496951e+01  -9.9357639e+00
  -1.1927960e+01  -1.1703563e+01
  -3.9849730e+00  -7.2533809e+00
  -1.2112543e+01  -1.4324761e+01
  -6.9810376e+00   1.2225482e+01
   1.0002980e+01  -1.0154914e+01
  -1.3283307e+01  -4.5884141e+00
   9.2152616e+00   1.1580885e+01
  -1.3976972e+01  -1.1101967e+01
   1.1259164e+01   1.1356866e+01
   1.1430549e+01   8.3821401e+00
  -1.3351849e+01  -8.3813166e+00
   9.5132661e+00   9.8044285e+00
   1.5084510e+01  -1.3139390e+01
  -1.1220242e+01  -8.0559003e+00
  -1.5591490e+00  -2.8465694e+00
  -1.5319979e+01  -1.3834319e+01
  -1.1860183e+01  -9.5715620e+00
  -8.1753434e+00  -6.9051203e+00
   7.1841924e+00  -8.6093705e+00
  -1.1926594e+01  -2.5097935e+00
  -1.0871082e+01  -7.6954678e+00
   1.1529334e+01   9.5355582e+00
  -1.2008472e+01  -1.0360537e+01
   8.1892293e+00   1.0583165e+01
   8.6052038e+00   1.0335031e+01
  -9.6100909e+00  -9.1930959e+00
   9.8322952e+00   1.1149719e+01
   1.1478803e+01  -1.1271300e+01
  -1.1227886e+01  -8.0414721e+00
  -1.0285441e+01  -7.9168302e+00
   1.0073951e+01   1.0116864e+01
   1.0683320e+01   1.1133658e+01
   1.0935922e+01   1.0576104e+01
   1.3247332e+01  -1.7052146e+01
   1.1128334e+01   7.7984870e+00
   1.0031252e+01   1.1597477e+01
  -1.4764754e+01  -7.6486731e+00
  -8.9861739e+00   1.0076370e+01
   1.7387328e+01  -1.4183458e+01
  -1.2265331e+01  -8.2834528e+00
   1.0739156e+01   1.1207487e+01
  -1.2899340e+01  -6.9861633e+00
   9.1614493e+00   1.1426174e+01
  -1.0485072e+01  -3.6686388e+00
  -1.1341822e+01  -9.3689671e+00
   1.1309411e+01  -1.0305205e+01
   7.9052239e+00   1.1251012e+01
   7.5918908e+00  -7.9551714e+00
  -3.2843788e+00  -6.8843797e+00
   1.0881642e+01   9.9483835e+00
  -7.7125014e+00  -2.9942619e+00
   1.0521818e+01   1.1212135e+01
  -5.0871711e+00  -1.2246262e+01
   8.6658379e+00   9.0007940e+00
  -5.0174235e+00  -9.6727811e+00
   1.1252178e+01   1.0330255e+01
   1.0153959e+01   9.3078828e+00
  -1.2162668e+01  -1.2385409e+01
   1.1146367e+01   1.0013822e+01
   1.1445495e+01   9.2334752e+00
   1.0504529e+01   8.7279060e+00
  -7.5518298e+00  -9.3495098e+00
   9.5105997e+00   1.0295775e+01
   6.0437821e+00  -1.0385344e+01
  -1.1220872e+01  -1.4189323e+01
  -1.1792038e+01  -8.2521339e+00
   1.0072091e+01   1.0031976e+01
  -9.9373706e+00  -8.0827104e+00
   1.1409960e+01  -1.2336092e+01
   9.0164594e+00   8.9938189e+00
   9.3917373e+00  -1.0282968e+01
   1.2603449e+01  -1.4730682e+01
  -1.2693475e+01  -8.0483277e+00
  -1.3122817e+01  -8.2202411e+00
   9.9433558e+00   8.6046098e+00
   1.0009637e+01   9.6677424e+00
  -1.0255010e+01  -1.2895567e+01
   8.9285846e+00   8.8491642e+00
  -1.1999054e+01  -1.4884941e+01
   1.0217824e+01   8.9932407e+00
   9.5722084e+00   1.0393313e+01
  -9.0063913e+00   1.3733928e+01
   1.4761052e+01  -1.2769962e+01
   1.0843572e+01   8.0165426e+00
   1.1088704e+01   1.0493722e+01
   9.8515603e+00   1.0722184e+01
   9.4271899e+00   9.9197627e+00
   1.0751236e+01  -1.2129556e+01
   1.0339229e+01   9.3507403e+00
  -6.2536350e+00  -1.0344388e+01
   8.9933165e+00  -7.0057175e+00
  -6.8438532e+00  -1.5172473e+01
  -9.7608451e+00  -1.3062789e+01
  -9.0627423e+00  -1.1175200e+01
  -1.2437645e+01  -9.7046949e+00
  -1.3088401e+01  -1.1457521e+01
   9.0784140e+00   9.4161795e+00
   1.0852398e+01   9.4536867e+00
   9.7242325e+00   1.0448936e+01
   1.1804127e+01   1.1055360e+01
   9.6854741e+00   9.5067138e+00
   1.0548498e+01   1.1407269e+01
   5.2895827e+00  -3.1384085e+00
   9.4597545e+00   1.2236964e+01
   8.1914200e+00   1.1236341e+01
   9.9942040e+00   8.5893683e+00
  -1.0215886e+01  -1.0024185e+01
  -8.4501091e+00  -1.5938333e+01
   1.1165280e+01   9.4143356e+00
  -8.9062395e+00  -8.9260170e+00
   1.1838361e+01   9.8986453e+00
   1.1997912e+01  -1.1912927e+01
   1.0284530e+01   1.0394636e+01
  -1.0767924e+01  -1.2013587e+01
  -9.5790800e+00  -1.1799815e+01
  -8.3105844e+00  -1.4102577e+01
  -8.4742587e+00  -9.0905849e+00
  -1.3702945e+01  -6.6372950e+00
